INSTNM,CITY,STABBR,HBCU,MENONLY,WOMENONLY,RELAFFIL,SATVRMID,SATMTMID,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,PCTPELL,PCTFLOAN,UG25ABV,MD_EARN_WNE_P10,GRAD_DEBT_MDN_SUPP
Radford M Locklin Technical Center,Milton,FL,0.0,0.0,0.0,0,,,0.0,318.0,0.8553,0.0597,0.0283,0.0031,0.0063,0.0,0.0472,0.0,0.0,0.3679,1,0.1711,0.0,0.1425,22200,PrivacySuppressed
Saint Vincent de Paul Regional Seminary,Boynton Beach,FL,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Ridge Career Center,Winter Haven,FL,0.0,0.0,0.0,0,,,0.0,664.0,0.6461,0.1747,0.1762,0.003,0.0,0.0,0.0,0.0,0.0,0.2726,1,0.4184,0.0,0.8075,20900,PrivacySuppressed
Ringling College of Art and Design,Sarasota,FL,0.0,0.0,0.0,0,,,0.0,1216.0,0.551,0.0263,0.1488,0.0757,0.009000000000000001,0.0008,0.0222,0.1571,0.009000000000000001,0.0395,1,0.3033,0.5626,0.0766,34600,27000
Robert Morgan Educational Center and Technical College,Miami,FL,0.0,0.0,0.0,0,,,0.0,624.0,0.1058,0.2388,0.6409999999999999,0.0064,0.0,0.0032,0.0048,0.0,0.0,0.2869,1,0.2975,0.0,0.4951,25200,PrivacySuppressed
Rollins College,Winter Park,FL,0.0,0.0,0.0,0,,,0.0,2670.0,0.6236,0.061,0.1562,0.0255,0.0022,0.0007,0.0318,0.0727,0.0262,0.0816,1,0.3071,0.4985,0.166,42700,26750
First Coast Technical College,Saint Augustine,FL,0.0,0.0,0.0,0,,,0.0,542.0,0.8395,0.1125,0.0314,0.0074,0.0,0.0,0.0092,0.0,0.0,0.2823,1,0.4439,0.0,0.3455,22800,PrivacySuppressed
Saint Leo Univ.,Saint Leo,FL,0.0,0.0,0.0,1,,,0.0,11976.0,0.3823,0.3696,0.1104,0.0124,0.005,0.0022,0.0145,0.0256,0.0781,0.3059,1,0.4828,0.6032,0.7228,42100,25000
St Petersburg College,Clearwater,FL,0.0,0.0,0.0,0,,,0.0,28003.0,0.643,0.1497,0.1139,0.0322,0.0037,0.0027,0.0229,0.0072,0.0246,0.7039,1,0.4285,0.3662,0.5069,31400,17683
Pinellas Technical College-St. Petersburg,Saint Petersburg,FL,0.0,0.0,0.0,0,,,0.0,1488.0,0.586,0.2762,0.0927,0.0323,0.004,0.0027,0.006,0.0,0.0,0.2379,1,0.3614,0.0,0.7314,30800,PrivacySuppressed
Santa Fe College,Gainesville,FL,0.0,0.0,0.0,0,,,0.0,13757.0,0.5855,0.1662,0.1498,0.0259,0.0035,0.0021,0.0334,0.0192,0.0143,0.5903,1,0.3693,0.252,0.3034,33400,11600
Suncoast Technical College,Sarasota,FL,0.0,0.0,0.0,0,,,0.0,346.0,0.8121,0.0434,0.1069,0.0058,0.0,0.0,0.0231,0.0,0.0087,0.4104,1,0.2168,0.0,0.5821,21800,PrivacySuppressed
Argosy Univ.-Sarasota,Sarasota,FL,0.0,0.0,0.0,0,,,0.0,142.0,0.5282,0.3451,0.0845,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.0,0.0,0.0211,0.9366,1,0.7031,0.8359,0.6947,37000,24750
Seminole State College of Florida,Sanford,FL,0.0,0.0,0.0,0,,,0.0,16515.0,0.5031,0.1718,0.23800000000000002,0.0266,0.0023,0.0026,0.0303,0.0188,0.0065,0.6203,1,0.4504,0.3358,0.3998,31600,10500
Sheridan Technical College,Hollywood,FL,0.0,0.0,0.0,0,,,0.0,1465.0,0.2369,0.4014,0.3201,0.0177,0.0061,0.002,0.0157,0.0,0.0,0.0,1,0.2769,0.0,0.635,30300,PrivacySuppressed
Saint John Vianney College Seminary,Miami,FL,0.0,1.0,0.0,1,,,0.0,77.0,0.3117,0.0649,0.4416,0.0,0.0,0.026000000000000002,0.0,0.1558,0.0,0.0,1,0.2208,0.0,0.2987,,PrivacySuppressed
Saint Johns River State College,Palatka,FL,0.0,0.0,0.0,0,,,0.0,5112.0,0.7054,0.1039,0.0917,0.0184,0.0039,0.0027,0.0342,0.0025,0.0372,0.607,1,0.4064,0.2169,0.3367,29500,12750
South Florida State College,Avon Park,FL,0.0,0.0,0.0,0,,,0.0,2128.0,0.5226,0.0921,0.3134,0.0179,0.0009,0.0047,0.016,0.0193,0.0132,0.5841,1,0.4839,0.0697,0.2794,27700,PrivacySuppressed
Univ. of South Florida-Main Campus,Tampa,FL,0.0,0.0,0.0,0,575.0,585.0,0.0,30279.0,0.5279,0.1097,0.2024,0.0622,0.0021,0.0028,0.0368,0.0422,0.0139,0.2261,1,0.4186,0.4781,0.2112,41000,19500
St Thomas Univ.,Miami Gardens,FL,0.0,0.0,0.0,1,465.0,460.0,0.0,931.0,0.0924,0.217,0.4619,0.0043,0.0011,0.0011,0.0107,0.1751,0.0365,0.0569,1,0.5082,0.5971,0.2,44600,22452
Stenotype Institute of Jacksonville Inc-Jacksonville,Jacksonville,FL,0.0,0.0,0.0,0,,,0.0,164.0,0.7012,0.18899999999999997,0.0915,0.0122,0.0,0.0061,0.0,0.0,0.0,0.5854,0,0.6726,0.8938,0.7759,28100,PrivacySuppressed
Stetson Univ.,DeLand,FL,0.0,0.0,0.0,0,,,0.0,2821.0,0.6452,0.0787,0.1446,0.023,0.0046,0.0004,0.0326,0.0496,0.0213,0.0121,1,0.3514,0.6116,0.0385,41600,27000
Southeastern Univ.,Lakeland,FL,0.0,0.0,0.0,1,495.0,465.0,0.0,2946.0,0.6056,0.14800000000000002,0.166,0.0139,0.0041,0.0044,0.0058,0.0153,0.037000000000000005,0.0791,1,0.3977,0.5955,0.1226,32000,22500
Benes International School of Beauty,New Port Richey,FL,0.0,0.0,0.0,0,,,0.0,307.0,0.6384,0.0879,0.1466,0.0098,0.0033,0.0,0.0033,0.0,0.1107,0.0,1,0.5397,0.5335,0.6157,17800,8666
RIVEROAK Technical College,Live Oak,FL,0.0,0.0,0.0,0,,,0.0,145.0,0.6138,0.3448,0.0414,0.0,0.0,0.0,0.0,0.0,0.0,0.2621,1,0.4343,0.0,0.4014,25500,PrivacySuppressed
Tallahassee Comm. College,Tallahassee,FL,0.0,0.0,0.0,0,,,0.0,11995.0,0.4794,0.3401,0.1052,0.0103,0.0018,0.0014,0.0291,0.0115,0.0212,0.4986,1,0.4449,0.402,0.2541,29900,10250
Talmudic College of Florida,Miami Beach,FL,0.0,1.0,0.0,1,,,0.0,46.0,0.6957,0.0,0.0217,0.0,0.0,0.0,0.0,0.2826,0.0,0.0,1,0.2727,0.0909,0.1563,PrivacySuppressed,PrivacySuppressed
Everest Univ.-Tampa,Tampa,FL,0.0,0.0,0.0,0,,,0.0,518.0,0.2452,0.2819,0.3475,0.0212,0.0077,0.0097,0.0386,0.0,0.0483,0.1853,1,0.752,0.6111,0.7168,25700,19613
Everest Univ.-Largo,Largo,FL,0.0,0.0,0.0,0,,,0.0,426.0,0.5188,0.2347,0.0915,0.0164,0.006999999999999999,0.006999999999999999,0.0399,0.0,0.0845,0.1526,1,0.8226,0.6944,0.6902,25000,19613
The Univ. of Tampa,Tampa,FL,0.0,0.0,0.0,0,535.0,540.0,0.0,6811.0,0.5946,0.0537,0.1226,0.0147,0.0022,0.0009,0.0264,0.1031,0.0818,0.0392,1,0.2463,0.6224,0.0725,43900,26000
Taylor Technical Institute,Perry,FL,0.0,0.0,0.0,0,,,0.0,142.0,0.7324,0.2042,0.0141,0.0141,0.0141,0.0,0.0211,0.0,0.0,0.33799999999999997,1,0.3128,0.0,0.4655,18000,PrivacySuppressed
Tom P Haney Technical Center,Panama City,FL,0.0,0.0,0.0,0,,,0.0,395.0,0.7367,0.1443,0.038,0.0304,0.0025,0.0,0.0481,0.0,0.0,0.1747,1,0.629,0.0,0.6105,22500,PrivacySuppressed
Trinity Baptist College,Jacksonville,FL,0.0,0.0,0.0,1,454.0,458.0,0.0,352.0,0.6278,0.2244,0.0881,0.017,0.0114,0.0028,0.0085,0.0,0.0199,0.179,1,0.594,0.8054,0.1946,28100,16343
Trinity College of Florida,Trinity,FL,0.0,0.0,0.0,1,,,0.0,224.0,0.5179,0.2188,0.1429,0.0179,0.0,0.0,0.0179,0.0223,0.0625,0.1384,1,0.5895,0.6812,0.4286,28600,24739
Fashion Focus Hair Academy,Sarasota,FL,0.0,0.0,0.0,0,,,0.0,67.0,0.7909999999999999,0.1343,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.2985,1,0.4016,0.5,0.48100000000000004,PrivacySuppressed,9433
Valencia College,Orlando,FL,0.0,0.0,0.0,0,,,0.0,37634.0,0.3164,0.1856,0.3452,0.0439,0.0035,0.0045,0.025,0.0221,0.0538,0.5894,1,0.4387,0.2322,0.3056,31100,9000
Warner Univ.,Lake Wales,FL,0.0,0.0,0.0,1,429.0,425.0,0.0,1011.0,0.3788,0.4115,0.1365,0.0059,0.003,0.002,0.0227,0.0188,0.0208,0.1286,1,0.6529,0.8265,0.3624,40300,23250
Florida Panhandle Technical College,Chipley,FL,0.0,0.0,0.0,0,,,0.0,210.0,0.8048,0.1667,0.0,0.0,0.0,0.0,0.0286,0.0,0.0,0.0952,1,0.4306,0.0,0.4871,22900,PrivacySuppressed
Webber International Univ.,Babson Park,FL,0.0,0.0,0.0,0,470.0,480.0,0.0,687.0,0.3916,0.214,0.1135,0.0131,0.0029,0.0,0.0189,0.2402,0.0058,0.0509,1,0.4565,0.5954,0.06,34800,21562
Rasmussen College-Florida,Ocala,FL,0.0,0.0,0.0,0,,,0.0,6309.0,0.6409999999999999,0.1706,0.039,0.0198,0.0097,0.0029,0.0344,0.0,0.0827,0.4628,1,0.6635,0.8257,0.753,30900,21163
The Univ. of West Florida,Pensacola,FL,0.0,0.0,0.0,0,520.0,505.0,0.0,9794.0,0.6625,0.1244,0.0887,0.0299,0.0061,0.0035,0.0473,0.0181,0.0195,0.2586,1,0.3923,0.4655,0.2984,35800,18750
Orange Technical College-Westside Campus,Winter Garden,FL,0.0,0.0,0.0,0,,,0.0,541.0,0.342,0.3309,0.2274,0.0259,0.0,0.0,0.0499,0.0,0.024,0.1386,1,0.4206,0.0,0.4808,20700,PrivacySuppressed
William T McFatter Technical College,Davie,FL,0.0,0.0,0.0,0,,,0.0,1116.0,0.3468,0.2688,0.3235,0.0358,0.0054,0.0009,0.0188,0.0,0.0,0.0,1,0.1346,0.0,0.4595,29600,PrivacySuppressed
Orange Technical College-Winter Park Campus,Winter Park,FL,0.0,0.0,0.0,0,,,0.0,219.0,0.2877,0.2648,0.3607,0.0137,0.0046,0.0,0.0639,0.0,0.0046,0.4886,1,0.4201,0.0,0.5309,20700,PrivacySuppressed
Withlacoochee Technical Institute,Inverness,FL,0.0,0.0,0.0,0,,,0.0,267.0,0.8577,0.0449,0.0787,0.0075,0.0,0.0,0.0112,0.0,0.0,0.0,1,0.4832,0.0,0.5521,24600,PrivacySuppressed
Abraham Baldwin Agricultural College,Tifton,GA,0.0,0.0,0.0,0,465.0,460.0,0.0,3244.0,0.7829999999999999,0.1239,0.0586,0.0071,0.0025,0.0003,0.0092,0.0151,0.0003,0.2441,1,0.4629,0.4493,0.1523,32000,15085.5
Agnes Scott College,Decatur,GA,0.0,0.0,1.0,1,,,0.0,802.0,0.3229,0.3516,0.0948,0.0486,0.0012,0.0025,0.0636,0.0898,0.0249,0.005,1,0.4404,0.647,0.0459,38800,27000
Interactive College of Technology-Chamblee,Chamblee,GA,0.0,0.0,0.0,0,,,0.0,344.0,0.0843,0.5233,0.2209,0.1715,0.0,0.0,0.0,0.0,0.0,0.0174,1,0.562,0.4236,0.7937,21100,7376
Interactive College of Technology-Morrow,Morrow,GA,0.0,0.0,0.0,0,,,0.0,25.0,0.12,0.68,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6129,0.6452,0.7778,21100,7376
Albany Technical College,Albany,GA,0.0,0.0,0.0,0,,,0.0,3424.0,0.177,0.7994,0.0117,0.0023,0.0009,0.0006,0.0073,0.0,0.0009,0.4644,1,0.7935,0.679,0.615,21600,9456
Darton State College,Albany,GA,0.0,0.0,0.0,0,,,0.0,5300.0,0.4753,0.4547,0.0274,0.0104,0.0021,0.0008,0.0081,0.0183,0.003,0.5153,1,0.5676,0.5312,0.4875,30400,14287
Albany State Univ.,Albany,GA,1.0,0.0,0.0,0,450.0,430.0,0.0,3261.0,0.0485,0.9003,0.0132,0.0015,0.0018,0.0003,0.0061,0.0018,0.0264,0.1496,1,0.7172,0.8923,0.2396,31500,32555
Andrew College,Cuthbert,GA,0.0,0.0,0.0,1,380.0,380.0,0.0,295.0,0.3864,0.4746,0.0746,0.0068,0.0,0.0,0.0305,0.0271,0.0,0.0034,1,0.6139,0.8544,0.0095,27500,12875
Armstrong State Univ.,Savannah,GA,0.0,0.0,0.0,0,510.0,495.0,0.0,6162.0,0.5820000000000001,0.2504,0.0662,0.0349,0.0019,0.0023,0.0424,0.0166,0.0034,0.2415,1,0.4275,0.5514,0.2917,38400,21000
The Art Institute of Atlanta,Atlanta,GA,0.0,0.0,0.0,0,,,0.0,2584.0,0.0186,0.0221,0.0793,0.0004,0.0,0.0,0.0,0.0012,0.8785,0.1358,1,0.7434,0.8571,0.2697,30500,29000
Georgia Career Institute,Conyers,GA,0.0,0.0,0.0,0,,,0.0,552.0,0.4764,0.462,0.038,0.0145,0.0,0.0,0.0091,0.0,0.0,0.0,1,0.4588,0.4366,0.4413,17300,7917
Atlanta Technical College,Atlanta,GA,0.0,0.0,0.0,0,,,0.0,4017.0,0.0246,0.9276,0.0177,0.0082,0.002,0.001,0.0087,0.0047,0.0055,0.6649,1,0.7553,0.6009,0.6909,21100,10680
Point Univ.,West Point,GA,0.0,0.0,0.0,1,455.0,470.0,0.0,1399.0,0.3989,0.4046,0.0357,0.0064,0.0021,0.0014,0.0493,0.0086,0.0929,0.1673,1,0.5483,0.7283,0.4663,29600,30638
Atlanta Metropolitan State College,Atlanta,GA,0.0,0.0,0.0,0,,,0.0,2850.0,0.0161,0.9249,0.0172,0.006999999999999999,0.0011,0.0025,0.0186,0.006999999999999999,0.0056,0.4779,1,0.7487,0.4174,0.3803,27400,8500
Atlanta's John Marshall Law School,Atlanta,GA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Atlanta School of Massage,Atlanta,GA,0.0,0.0,0.0,0,,,0.0,78.0,0.3462,0.4615,0.0641,0.1026,0.0,0.0,0.0256,0.0,0.0,0.3333,1,0.4328,0.5108,0.6774,27400,7917
Clark Atlanta Univ.,Atlanta,GA,1.0,0.0,0.0,1,430.0,420.0,0.0,2567.0,0.0004,0.8664,0.0035,0.0019,0.0035,0.0,0.0,0.0136,0.1106,0.0491,1,0.7185,0.8722,0.0289,33800,31000
Augusta Technical College,Augusta,GA,0.0,0.0,0.0,0,,,0.0,4114.0,0.4225,0.4806,0.0299,0.0141,0.0046,0.0017,0.0209,0.0015,0.0243,0.6133,1,0.6837,0.0,0.5453,23200,6500
Bainbridge State College,Bainbridge,GA,0.0,0.0,0.0,0,,,0.0,2227.0,0.3898,0.5528,0.0314,0.0022,0.0022,0.0009,0.0108,0.0018,0.0081,0.5869,1,0.7595,0.5902,0.4972,24300,15312
Bauder College,Atlanta,GA,0.0,0.0,0.0,0,,,0.0,398.0,0.0503,0.8945,0.0302,0.0151,0.0075,0.0,0.0,0.0025,0.0,0.3392,0,0.787,0.755,0.6099,24500,22507
Beauty College of America,Forest Park,GA,0.0,0.0,0.0,0,,,0.0,46.0,0.0217,0.8043,0.0435,0.1087,0.0,0.0,0.0217,0.0,0.0,0.0,1,0.716,0.0,0.5849,14000,
Berry College,Mount Berry,GA,0.0,0.0,0.0,0,580.0,580.0,0.0,2065.0,0.8305,0.0436,0.0634,0.0126,0.001,0.0015,0.0281,0.0073,0.0121,0.0048,1,0.2588,0.5525,0.0126,38100,24000
Beulah Heights Univ.,Atlanta,GA,0.0,0.0,0.0,1,,,0.0,451.0,0.0488,0.7339,0.02,0.1109,0.0,0.0,0.0,0.0089,0.0776,0.6275,1,0.7899,0.8443,0.8901,27900,44499
Brenau Univ.,Gainesville,GA,0.0,0.0,1.0,0,500.0,485.0,0.0,1581.0,0.4978,0.3175,0.0778,0.0202,0.0019,0.0019,0.0335,0.0253,0.024,0.3675,1,0.3612,0.4741,0.5418,42000,27429
Brewton-Parker College,Mount Vernon,GA,0.0,0.0,0.0,1,,,0.0,472.0,0.5466,0.2797,0.0593,0.0042,0.0,0.0,0.0212,0.0169,0.07200000000000001,0.0742,1,0.4531,0.583,0.1241,32200,20176
Brown College of Court Reporting,Atlanta,GA,0.0,0.0,0.0,0,,,0.0,208.0,0.47600000000000003,0.4712,0.0481,0.0048,0.0,0.0,0.0,0.0,0.0,0.7692,1,0.8627,0.9785,0.9099,32200,PrivacySuppressed
College of Coastal Georgia,Brunswick,GA,0.0,0.0,0.0,0,465.0,450.0,0.0,2833.0,0.6643,0.17300000000000001,0.0512,0.0173,0.0042,0.0011,0.0381,0.0116,0.0392,0.3537,1,0.5323,0.4818,0.3512,28500,16500
West Georgia Technical College,Waco,GA,0.0,0.0,0.0,0,,,0.0,5918.0,0.6147,0.3094,0.0314,0.0096,0.0046,0.0015,0.0144,0.0027,0.0117,0.7009,1,0.578,0.2574,0.4347,26400,8709
Carver Bible College,Atlanta,GA,0.0,0.0,0.0,1,,,0.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1,0.6971,0.3029,0.6796,,PrivacySuppressed
Clayton  State Univ.,Morrow,GA,0.0,0.0,0.0,0,470.0,460.0,0.0,6064.0,0.18899999999999997,0.653,0.0262,0.0486,0.0012,0.0005,0.0295,0.0127,0.0392,0.4095,1,0.5761,0.6618,0.4888,37000,26250
Columbia Theological Seminary,Decatur,GA,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Columbus Technical College,Columbus,GA,0.0,0.0,0.0,0,,,0.0,3177.0,0.4249,0.4614,0.0491,0.012,0.0054,0.0054,0.0217,0.0028,0.0173,0.6204,1,0.6857,0.0,0.5098,26100,6999
Columbus State Univ.,Columbus,GA,0.0,0.0,0.0,0,495.0,485.0,0.0,6715.0,0.5206,0.3616,0.0558,0.0216,0.0042,0.0027,0.0237,0.0094,0.0004,0.2882,1,0.4686,0.5948,0.3071,35000,25039
Georgia Northwestern Technical College,Rome,GA,0.0,0.0,0.0,0,,,0.0,4806.0,0.7815,0.1017,0.087,0.0067,0.0027,0.0008,0.0154,0.004,0.0002,0.6257,1,0.6639,0.2178,0.4368,25800,6675
Covenant College,Lookout Mountain,GA,0.0,0.0,0.0,1,600.0,565.0,0.0,1066.0,0.8687,0.03,0.031,0.0206,0.0038,0.0019,0.0216,0.0225,0.0,0.0159,1,0.2871,0.5471,0.0254,39600,21441
Dalton State College,Dalton,GA,0.0,0.0,0.0,0,,,0.0,4671.0,0.657,0.049,0.198,0.0118,0.0041,0.0017,0.0131,0.0242,0.0411,0.3599,1,0.5745,0.3182,0.2578,29400,14810.5
Pro Way Hair School,Stone Mountain,GA,0.0,0.0,0.0,0,,,0.0,141.0,0.0071,0.9716,0.0213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8489,1.0,0.1618,14300,14190
South Univ.-Savannah,Savannah,GA,0.0,0.0,0.0,0,,,0.0,764.0,0.3848,0.4738,0.0615,0.017,0.0131,0.0092,0.0,0.0,0.0406,0.2251,1,0.6697,0.6142,0.6847,28800,25167
East Georgia State College,Swainsboro,GA,0.0,0.0,0.0,0,,,0.0,2847.0,0.4654,0.4461,0.0383,0.0098,0.0021,0.0004,0.026000000000000002,0.0028,0.0091,0.2027,1,0.6621,0.62,0.11199999999999999,30000,13013
Emmanuel College,Franklin Springs,GA,0.0,0.0,0.0,1,475.0,485.0,0.0,727.0,0.7056,0.1829,0.0481,0.0083,0.0,0.0028,0.0083,0.044000000000000004,0.0,0.0248,1,0.4547,0.5993,0.0868,31200,27000
Emory Univ.,Atlanta,GA,0.0,0.0,0.0,1,670.0,700.0,0.0,7730.0,0.4072,0.0921,0.0712,0.2072,0.0018,0.0003,0.0298,0.1547,0.0357,0.0089,1,0.2132,0.3683,0.031,59400,19000
Georgia Highlands College,Rome,GA,0.0,0.0,0.0,0,,,0.0,5159.0,0.6763,0.1791,0.0896,0.0132,0.0025,0.0012,0.0252,0.0083,0.0047,0.5016,1,0.502,0.3642,0.2407,31900,9500
Fort Valley State Univ.,Fort Valley,GA,1.0,0.0,0.0,0,450.0,425.0,0.0,2172.0,0.0373,0.9319,0.0115,0.0009,0.0014,0.0005,0.0134,0.0028,0.0005,0.105,1,0.7701,0.8758,0.1484,27900,36250
Grady Health System Professional Schools,Atlanta,GA,0.0,0.0,0.0,0,,,0.0,60.0,0.6,0.2333,0.0167,0.0667,0.0167,0.0,0.0667,0.0,0.0,0.0,1,0.3667,0.8167,0.75,PrivacySuppressed,PrivacySuppressed
Georgia Institute of Technology-Main Campus,Atlanta,GA,0.0,0.0,0.0,0,675.0,725.0,0.0,13996.0,0.5308,0.0641,0.0651,0.185,0.0006,0.0009,0.0354,0.1068,0.0114,0.0604,1,0.1823,0.3372,0.0437,74500,24250
Georgia Southwestern State Univ.,Americus,GA,0.0,0.0,0.0,0,490.0,480.0,0.0,2415.0,0.6277,0.282,0.0402,0.0095,0.0012,0.0017,0.0153,0.0178,0.0046,0.2774,1,0.4747,0.5906,0.3138,35200,21500
Georgia College and State Univ.,Milledgeville,GA,0.0,0.0,0.0,0,570.0,565.0,0.0,5827.0,0.8462,0.0523,0.0506,0.0137,0.0019,0.0009,0.0239,0.0079,0.0026,0.0594,1,0.2189,0.4715,0.0374,38900,21500
Georgia Southern Univ.,Statesboro,GA,0.0,0.0,0.0,0,555.0,550.0,0.0,17232.0,0.6267,0.2614,0.0455,0.0137,0.0048,0.0012,0.0189,0.0133,0.0147,0.0835,1,0.3849,0.6236,0.0826,39500,22500
Georgia State Univ.,Atlanta,GA,0.0,0.0,0.0,0,535.0,535.0,0.0,24619.0,0.2862,0.4097,0.0946,0.1171,0.0019,0.0007,0.0469,0.0164,0.0264,0.2348,1,0.5194,0.5879,0.2258,40800,23090
Univ. of Georgia,Athens,GA,0.0,0.0,0.0,0,615.0,620.0,0.0,26738.0,0.7228,0.075,0.0524,0.092,0.0009,0.0012,0.0327,0.0148,0.0081,0.0553,1,0.2383,0.4011,0.0374,47300,19000
Gordon State College,Barnesville,GA,0.0,0.0,0.0,0,435.0,415.0,0.0,3864.0,0.5199,0.3998,0.0367,0.0096,0.0005,0.0013,0.0269,0.0021,0.0031,0.324,1,0.5534,0.5524,0.2013,31100,16807.5
Southern Crescent Technical College,Griffin,GA,0.0,0.0,0.0,0,,,0.0,4558.0,0.5103,0.4247,0.0331,0.0114,0.0022,0.0007,0.0083,0.002,0.0072,0.584,1,0.7157,0.0,0.5117,26500,5209
Gupton Jones College of Funeral Service,Decatur,GA,0.0,0.0,0.0,0,,,0.0,162.0,0.4568,0.5432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7759,0.7471,0.4253,26600,13666
Gwinnett College-Lilburn,Lilburn,GA,0.0,0.0,0.0,0,,,0.0,325.0,0.2031,0.6492,0.1015,0.0462,0.0,0.0,0.0,0.0,0.0,0.56,1,0.7962,0.7935,0.6304,24900,17593
Gwinnett Technical College,Lawrenceville,GA,0.0,0.0,0.0,0,,,0.0,6854.0,0.3585,0.3516,0.1207,0.0661,0.0019,0.0013,0.0257,0.012,0.0623,0.7148,1,0.5365,0.3826,0.5879,33400,11252.5
Interdenominational Theological Center,Atlanta,GA,1.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,PrivacySuppressed,PrivacySuppressed
Kennesaw State Univ.,Kennesaw,GA,0.0,0.0,0.0,1,545.0,535.0,0.0,23058.0,0.6082,0.1904,0.0755,0.0339,0.0023,0.0016,0.042,0.0186,0.0273,0.2397,1,0.4067,0.5462,0.2518,40000,22750
LaGrange College,Lagrange,GA,0.0,0.0,0.0,1,520.0,520.0,0.0,874.0,0.6922,0.2288,0.0195,0.0069,0.008,0.0,0.0355,0.0057,0.0034,0.0812,1,0.4545,0.7821,0.1519,39600,27000
Lanier Technical College,Oakwood,GA,0.0,0.0,0.0,0,,,0.0,3382.0,0.7413,0.0937,0.1171,0.0234,0.0038,0.0015,0.0109,0.0071,0.0012,0.7235,1,0.4613,0.0,0.4725,24600,PrivacySuppressed
Life Univ.,Marietta,GA,0.0,0.0,0.0,0,,,0.0,774.0,0.314,0.2171,0.0827,0.0233,0.009000000000000001,0.0,0.0,0.0233,0.3307,0.3101,1,0.4868,0.6801,0.4458,34200,8334
Chattahoochee Technical College,Marietta,GA,0.0,0.0,0.0,0,,,0.0,9323.0,0.5539999999999999,0.2924,0.0877,0.0223,0.0054,0.0019,0.018000000000000002,0.0087,0.0095,0.6862,1,0.5013,0.0,0.4384,28600,PrivacySuppressed
Herzing Univ.-Atlanta,Atlanta,GA,0.0,0.0,0.0,0,,,0.0,341.0,0.0792,0.7273,0.0323,0.1114,0.0,0.0,0.0469,0.0,0.0029,0.2933,1,0.6726,0.7852,0.7303,42300,23216.5
Mercer Univ.,Macon,GA,0.0,0.0,0.0,0,590.0,600.0,0.0,4418.0,0.4753,0.3155,0.0453,0.0552,0.0054,0.0014,0.0199,0.0312,0.0507,0.1544,1,0.4062,0.6531,0.3684,46800,25000
Morehouse College,Atlanta,GA,1.0,1.0,0.0,0,500.0,500.0,0.0,2106.0,0.0005,0.943,0.0062,0.0005,0.0005,0.0,0.0019,0.0313,0.0161,0.0494,1,0.5161,0.7839,0.0387,41600,27000
Morehouse School of Medicine,Atlanta,GA,1.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,PrivacySuppressed,PrivacySuppressed
Moultrie Technical College,Moultrie,GA,0.0,0.0,0.0,1,,,0.0,1307.0,0.5983,0.3053,0.078,0.0008,0.0,0.0,0.0,0.0031,0.0145,0.4231,1,0.6171,0.0,0.3732,21200,PrivacySuppressed
North Georgia Technical College,Clarkesville,GA,0.0,0.0,0.0,0,,,0.0,2497.0,0.8462,0.0697,0.0404,0.0112,0.002,0.0004,0.0136,0.0016,0.0148,0.5751,1,0.6776,0.177,0.3933,20600,6572.5
Oglethorpe Univ.,Atlanta,GA,0.0,0.0,0.0,0,580.0,555.0,0.0,1064.0,0.3383,0.188,0.1053,0.0404,0.0028,0.0,0.0273,0.0479,0.25,0.0461,1,0.3685,0.7085,0.1109,43900,27000
Paine College,Augusta,GA,1.0,0.0,0.0,1,385.0,375.0,0.0,841.0,0.0214,0.8918,0.0166,0.0,0.0036,0.0,0.0143,0.0155,0.0369,0.069,1,0.7781,0.8389,0.1104,26500,38185
Piedmont College,Demorest,GA,0.0,0.0,0.0,1,480.0,475.0,0.0,1286.0,0.7309,0.0918,0.0428,0.013999999999999999,0.0062,0.0008,0.0249,0.0023,0.0863,0.1159,1,0.4699,0.7157,0.2709,39700,23958
Portfolio Center,Atlanta,GA,0.0,0.0,0.0,0,,,0.0,81.0,0.6543,0.2716,0.037000000000000005,0.037000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,1,0.18100000000000002,0.75,0.4914,54200,9500
Reinhardt Univ.,Waleska,GA,0.0,0.0,0.0,1,500.0,493.0,0.0,1317.0,0.691,0.1815,0.06,0.0061,0.0038,0.0,0.0,0.0015,0.0562,0.0676,1,0.4053,0.5469,0.1742,36200,PrivacySuppressed
